"priceper","year","dateoftransfer","propertytype","duration","price","postcode","lad21cd","transactionid","id","tfarea","numberrooms","classt","CURRENT_ENERGY_EFFICIENCY","POTENTIAL_ENERGY_EFFICIENCY","CONSTRUCTION_AGE_BAND"
4951.40289748762,2000,2000-04-11,"F","L",270000,"E1 7JJ","E09000001","{F9D76E7B-E621-48D9-919B-DE5AFF31CE4F}","18438348",54.53,3,12,30,38,"England and Wales: before 1900"
3999.17965545529,2005,2005-07-13,"F","L",195000,"E1 7JJ","E09000001","{70616F17-AD14-44F9-AEF4-C52DA40A8B9B}","18436572",48.76,1,12,20,65,"England and Wales: 1950-1966"
5387.67861325837,2004,2004-02-20,"F","L",230000,"E1 7JJ","E09000001","{F399BBA4-0357-486B-BF98-DE84C773C3D9}","18436917",42.69,2,12,37,39,"England and Wales: before 1900"
4891.30434782609,2001,2001-07-31,"F","L",225000,"E1 7JJ","E09000001","{6A15E88F-ABD3-4E56-8D8F-2D33DBEA52E8}","18435784",46,3,11,55,78,"England and Wales: 1950-1966"
3429.25659472422,2001,2001-07-23,"F","L",143000,"E1 7JJ","E09000001","{255B72E1-2E2C-44A5-9804-C4D9F863998E}","18436290",41.7,1,12,41,41,"England and Wales: 1900-1929"
3741.05996699065,1999,1999-01-15,"F","L",204000,"E1 7JJ","E09000001","{9B7C16F2-10BC-4893-A90D-430663B3852A}","18438348",54.53,3,12,30,38,"England and Wales: before 1900"
5217.39130434783,2005,2005-09-28,"F","L",240000,"E1 7JJ","E09000001","{601D1C89-3684-4F73-B2CD-4A37DE87B1B7}","18435784",46,3,11,55,78,"England and Wales: 1950-1966"
3993.05555555556,2001,2001-07-31,"F","L",230000,"E1 7JJ","E09000001","{2889BC82-0FDA-4905-8275-9969D619945B}","18434442",57.6,2,12,52,62,"England and Wales: 1976-1982"
2638.88888888889,1999,1999-03-05,"F","L",190000,"E1 7JJ","E09000001","{0485955E-0732-4603-B0BD-9555FE9F8980}","18433457",72,3,12,69,70,"England and Wales: 1900-1929"
4543.98416886544,2002,2002-05-31,"F","L",344434,"E1 7LS","E09000001","{7CABE1AD-FE30-49CE-BD4B-3D97E8F84B7C}","21475529",75.8,3,12,75,79,"England and Wales: 1983-1990"
